date,region,service_type,demand_units,capacity_allocated,cost_usd,availability,is_weekend,market_demand_index,gdp_growth,customer_growth_rate,pricing_event,service_incident,industry_mix_index,predicted_demand
2022-04-13,westeurope,Compute,2034.0,2600.0,174.42,99.96,0,117.81,3.21,2.76,0,0,92.11,1403.8077
2022-04-13,westeurope,Storage,1448.0,1822.0,32.83,99.89,0,97.7,3.25,3.45,0,0,82.15,1228.1564
2022-04-13,southeastasia,Compute,1060.0,1221.0,89.93,100.8,0,90.34,4.25,4.93,0,0,51.6,1202.441
2022-04-13,southeastasia,Storage,376.0,505.0,8.22,99.88,0,130.22,1.85,0.64,1,0,83.08,1056.3455
2022-04-13,centralus,Compute,2384.0,3285.0,211.74,99.97,0,102.58,4.19,5.9,0,0,77.35,1153.8705
2022-04-13,centralus,Storage,483.0,661.0,11.01,99.91,0,120.12,3.04,5.19,0,0,74.27,1063.3708
2022-04-13,uksouth,Compute,1141.0,1420.0,93.82,99.98,0,89.63,3.58,1.27,0,0,57.94,1140.6586
2022-04-13,uksouth,Storage,,,15.89,99.95,0,107.9,3.08,4.31,0,0,67.84,1185.4874
2022-04-14,eastus,Compute,2242.0,2599.0,181.86,99.97,0,118.92,3.38,3.88,0,0,93.52,1207.7002
2022-04-14,eastus,Storage,1399.0,1872.0,30.83,99.97,0,114.41,4.23,3.51,0,0,77.24,1209.9972
2022-04-14,westeurope,Compute,2058.0,2714.0,172.43,99.92,0,118.79,4.37,1.9,0,0,83.52,1813.1837
2022-04-14,westeurope,Storage,731.0,846.0,16.72,99.86,0,118.29,1.44,4.38,1,0,73.3,1126.6232
2022-04-14,southeastasia,Compute,433.0,499.0,35.97,99.85,0,105.79,3.6,4.89,0,0,62.73,1198.2759
2022-04-14,southeastasia,Storage,675.0,939.0,15.42,99.89,0,91.12,4.31,3.04,0,0,88.64,1139.0774
2022-04-14,centralus,Compute,1984.0,2293.0,162.46,99.94,0,125.11,4.46,2.4,0,0,58.35,1087.7255
2022-04-14,centralus,Storage,1259.0,1527.0,27.07,99.95,0,87.43,3.35,1.72,0,0,61.22,1086.8313
2022-04-14,uksouth,Compute,1946.0,2417.0,157.89,99.89,0,111.56,2.55,2.01,0,0,99.81,1097.2396
2022-04-14,uksouth,Storage,433.0,564.0,9.73,99.9,0,130.25,3.05,2.98,0,0,89.73,1158.2761
2022-04-15,eastus,Compute,2492.0,2997.0,212.6,99.98,0,114.43,1.24,0.83,0,0,52.3,1230.6958
2022-04-15,eastus,Storage,423.0,564.0,8.94,99.96,0,111.62,2.16,4.11,0,0,51.52,1089.5464
2022-04-15,westeurope,Compute,1845.0,2201.0,161.78,99.91,0,131.78,4.33,1.13,0,0,82.31,1203.3568
2022-04-15,westeurope,Storage,2556.0,3349.0,57.04,99.98,0,110.42,2.55,5.26,0,0,97.01,1195.2168
2022-04-15,southeastasia,Compute,536.0,657.0,47.38,100.8,0,134.3,3.73,5.68,0,0,51.01,1266.4604
2022-04-15,southeastasia,Storage,688.0,818.0,14.4,99.96,0,125.61,1.73,4.57,0,0,81.07,1122.7125
2022-04-15,centralus,Compute,1006.0,1202.0,86.9,99.94,0,97.61,2.27,5.09,0,0,76.7,1273.0751
2022-04-15,centralus,Storage,1335.0,1697.0,28.15,99.97,0,120.9,4.31,4.31,0,0,80.01,1264.2999
2022-04-15,uksouth,Compute,1450.0,1785.0,119.55,99.94,0,113.45,2.46,2.29,0,0,95.95,1105.9408
2022-04-15,uksouth,Storage,248.0,322.0,5.27,99.88,0,116.08,1.62,1.96,0,0,74.4,1017.841
2022-04-16,eastus,Compute,1325.0,1729.0,116.22,99.96,1,134.4,1.23,2.91,0,0,95.58,984.1102
2022-04-16,eastus,Storage,617.0,819.0,13.79,99.86,1,126.83,2.02,2.88,0,0,72.06,1214.1678
2022-04-16,westeurope,Compute,1876.0,,166.08,99.91,1,106.18,3.52,5.69,0,0,89.8,1203.5364
2022-04-16,westeurope,Storage,404.0,548.0,8.94,99.85,1,108.07,2.73,3.49,0,1,75.1,1159.4282
2022-04-16,southeastasia,Compute,754.0,902.0,65.84,99.92,1,102.56,2.39,5.19,0,0,94.85,1105.1273
2022-04-16,southeastasia,Storage,1690.0,2345.0,35.41,99.9,1,129.79,2.11,2.0,0,0,71.92,1147.5592
2022-04-16,centralus,Compute,1303.0,1566.0,108.8,99.94,1,129.08,2.96,4.68,0,0,62.29,1119.2407
2022-04-16,centralus,Storage,220.0,255.0,4.72,99.96,1,88.46,1.69,4.32,0,0,61.11,1117.4349
2022-04-16,uksouth,Compute,746.0,866.0,64.12,99.88,1,130.23,2.77,1.73,0,0,65.33,1275.2552
2022-04-16,uksouth,Storage,295.0,388.0,6.3,99.91,1,94.88,3.01,1.14,1,0,97.71,1210.7732
2022-04-17,eastus,Compute,1730.0,2018.0,141.29,99.92,1,108.24,4.34,5.7,0,0,72.75,1097.6195
2022-04-17,eastus,Storage,,363.0,6.18,99.85,1,119.22,1.26,4.39,0,0,88.31,1107.4924
2022-04-17,westeurope,Compute,2522.0,3065.0,218.42,99.98,1,101.99,2.86,3.05,0,0,87.15,1240.5605
2022-04-17,westeurope,Storage,1157.0,1379.0,25.16,99.97,1,103.16,4.34,5.7,0,0,93.13,916.6469
2022-04-17,southeastasia,Compute,934.0,1299.0,78.63,99.94,1,85.94,1.62,4.8,0,0,51.86,1001.71014
2022-04-17,southeastasia,Storage,356.0,476.0,7.73,99.88,1,121.45,2.58,5.9,0,0,96.65,1136.4153
2022-04-17,centralus,Compute,1256.0,1580.0,102.87,99.89,1,94.54,4.11,4.39,0,0,65.67,938.4483
2022-04-17,centralus,Storage,617.0,815.0,13.28,99.92,1,87.22,3.9,5.94,0,1,58.49,1144.9586
2022-04-17,uksouth,Compute,407.0,513.0,35.06,99.87,1,121.65,2.09,2.97,0,0,71.23,1098.709
2022-04-17,uksouth,Storage,328.0,,,99.88,1,114.06,2.87,2.69,0,0,53.64,1190.2474
2022-04-18,eastus,Compute,2764.0,3239.0,239.24,99.93,0,114.73,2.16,1.97,0,0,72.31,1162.8259
2022-04-18,eastus,Storage,649.0,805.0,13.71,99.94,0,85.39,2.77,1.56,0,0,73.22,1195.5077
2022-04-18,westeurope,Compute,753.0,,63.53,99.9,0,130.04,1.53,1.14,0,0,81.65,1156.5458
2022-04-18,westeurope,Storage,439.0,550.0,9.91,99.91,0,126.32,2.08,2.03,0,0,82.41,1249.777
2022-04-18,southeastasia,Compute,537.0,658.0,47.49,99.97,0,96.88,1.47,3.95,0,0,51.61,1076.0564
2022-04-18,southeastasia,Storage,527.0,634.0,12.01,99.86,0,95.77,4.5,2.88,0,0,80.49,1107.6422
2022-04-18,centralus,Compute,608.0,825.0,52.21,99.9,0,112.88,3.1,1.41,0,0,70.05,1297.7969
2022-04-18,centralus,Storage,430.0,572.0,,99.99,0,124.94,1.65,2.41,0,0,55.58,1152.7502
2022-04-18,uksouth,Compute,,860.0,61.88,99.94,0,102.05,2.99,5.12,0,0,66.98,863.6179
2022-04-18,uksouth,Storage,1560.0,2157.0,33.84,99.91,0,93.71,2.45,4.92,0,0,70.16,1478.7443
2022-04-19,eastus,Compute,8511.0,11498.0,738.81,99.9,0,101.83,2.03,3.67,0,0,54.76,1151.0034
2022-04-19,eastus,Storage,1156.0,1365.0,25.16,99.97,0,130.31,2.87,3.77,0,0,56.08,1138.6436
2022-04-19,westeurope,Compute,1852.0,2343.0,154.3,99.94,0,87.15,1.6,5.26,0,0,92.1,1077.5417
2022-04-19,westeurope,Storage,573.0,745.0,12.69,99.97,0,126.08,1.6,5.17,0,0,93.49,1285.8246
2022-04-19,southeastasia,Compute,3714.0,4515.0,300.03,99.92,0,90.01,3.69,2.02,0,0,64.33,1767.3447
2022-04-19,southeastasia,Storage,867.0,,19.93,99.93,0,100.28,2.84,3.26,1,0,86.99,979.6811
2022-04-19,centralus,Compute,2094.0,2624.0,169.88,100.8,0,118.94,2.76,5.45,0,0,93.64,1189.9421
2022-04-19,centralus,Storage,889.0,1055.0,19.95,99.89,0,131.13,1.63,2.25,0,0,94.56,1086.4479
2022-04-19,uksouth,Compute,1698.0,2023.0,137.6,99.9,0,130.18,1.99,1.64,0,0,89.29,1124.0443
2022-04-19,uksouth,Storage,570.0,712.0,12.79,99.89,0,125.96,1.43,4.85,0,0,72.92,1144.7131
2022-04-20,eastus,Compute,2829.0,3495.0,238.5,100.8,0,130.54,3.56,5.37,0,0,80.69,1064.0697
2022-04-20,eastus,Storage,1510.0,2052.0,31.97,99.97,0,110.23,4.12,5.38,1,0,76.32,1178.6897
2022-04-20,westeurope,Compute,2252.0,2731.0,189.15,99.92,0,132.56,3.71,2.86,0,0,72.8,1126.179
2022-04-20,westeurope,Storage,557.0,760.0,12.86,99.94,0,124.76,3.78,2.45,0,0,84.41,890.6795
2022-04-20,southeastasia,Compute,551.0,665.0,48.73,99.86,0,95.99,2.22,3.89,0,0,58.21,982.21216
2022-04-20,southeastasia,Storage,547.0,666.0,12.57,99.91,0,87.94,3.61,2.31,0,0,78.54,1127.655
2022-04-20,centralus,Compute,844.0,1157.0,68.48,99.87,0,90.87,1.79,5.84,0,0,99.22,1183.5647
2022-04-20,centralus,Storage,640.0,759.0,14.27,99.98,0,134.84,2.44,3.79,0,0,84.48,1190.1323
2022-04-20,uksouth,Compute,1122.0,1365.0,96.82,99.87,0,110.93,3.73,1.4,0,0,53.0,992.03516
2022-04-20,uksouth,Storage,400.0,501.0,8.53,99.95,0,91.35,1.54,4.41,0,0,73.76,1165.1969
2022-04-21,eastus,Compute,506.0,616.0,44.64,99.97,0,131.46,2.71,4.73,0,0,99.72,1170.5793
2022-04-21,eastus,Storage,501.0,576.0,10.52,99.88,0,90.71,2.96,5.22,0,0,69.96,1153.1158
2022-04-21,westeurope,Compute,1465.0,1806.0,119.35,99.98,0,110.86,1.45,4.99,0,0,72.38,1119.3573
2022-04-21,westeurope,Storage,429.0,589.0,9.87,99.92,0,124.92,4.38,1.33,1,0,59.76,1289.9979
2022-04-21,southeastasia,Compute,1295.0,1767.0,112.03,99.89,0,113.08,3.56,4.5,0,0,93.51,1361.832
2022-04-21,southeastasia,Storage,355.0,465.0,8.06,99.85,0,134.6,1.8,3.09,0,0,73.84,869.5637
2022-04-21,centralus,Compute,1595.0,,133.73,99.9,0,134.66,4.48,1.13,0,0,51.51,1062.6067
2022-04-21,centralus,Storage,697.0,853.0,15.73,99.91,0,112.92,3.89,1.72,0,0,78.52,1020.3622
2022-04-21,uksouth,Compute,1745.0,2262.0,154.4,99.88,0,125.3,1.63,1.83,0,0,59.95,1189.5685
2022-04-21,uksouth,Storage,840.0,1128.0,19.26,99.92,0,90.0,3.14,4.78,0,0,50.61,1123.1545
2022-04-22,eastus,Compute,2750.0,3455.0,234.38,99.9,0,116.3,1.3,5.83,0,0,68.25,1118.5734
2022-04-22,eastus,Storage,816.0,,18.07,99.87,0,111.6,2.38,4.86,0,0,50.74,992.0631
2022-04-22,westeurope,Compute,1741.0,2256.0,155.22,99.93,0,124.28,3.6,4.36,0,0,73.71,944.29706
2022-04-22,westeurope,Storage,1049.0,1422.0,24.09,99.96,0,106.33,3.3,5.21,0,0,58.49,1222.0216
2022-04-22,southeastasia,Compute,882.0,1225.0,78.41,99.91,0,117.23,3.18,2.43,0,0,89.78,1273.1061
2022-04-22,southeastasia,Storage,326.0,380.0,7.46,99.95,0,91.08,1.41,5.86,0,0,85.09,1177.5293
2022-04-22,centralus,Compute,2352.0,3134.0,194.47,99.86,0,105.74,4.03,4.47,0,0,56.52,1042.2604
2022-04-22,centralus,Storage,449.0,628.0,9.63,99.97,0,126.15,1.96,1.04,0,0,93.54,981.056
2022-04-22,uksouth,Compute,1046.0,1426.0,89.74,99.92,0,122.17,3.89,4.27,0,0,88.58,1144.8047
2022-04-22,uksouth,Storage,290.0,340.0,6.37,99.86,0,91.45,1.99,5.23,0,0,66.7,1173.2527
2022-04-23,eastus,Compute,2053.0,2430.0,168.51,99.95,1,85.99,1.59,5.14,0,0,54.4,1146.0271
2022-04-23,eastus,Storage,,,14.3,99.87,1,114.46,4.16,4.86,0,0,80.93,942.61383
2022-04-23,westeurope,Compute,,2706.0,,99.9,1,127.08,2.62,2.71,1,0,90.38,884.467
2022-04-23,westeurope,Storage,775.0,891.0,17.1,99.87,1,104.59,3.14,2.02,0,0,97.34,1198.6133
2022-04-23,southeastasia,Compute,1122.0,1559.0,90.96,99.99,1,85.23,4.08,2.19,0,0,82.72,1152.924
2022-04-23,southeastasia,Storage,794.0,1018.0,18.22,100.8,1,128.49,2.68,5.89,0,0,94.3,1150.8231
2022-04-23,centralus,Compute,394.0,514.0,32.06,99.97,1,93.73,1.43,2.7,0,0,98.71,964.29626
2022-04-23,centralus,Storage,400.0,526.0,8.38,99.9,1,119.79,2.03,5.77,1,0,60.84,1110.2103
2022-04-23,uksouth,Compute,811.0,980.0,71.36,99.93,1,95.34,3.26,2.47,0,0,86.32,1026.7206
2022-04-23,uksouth,Storage,727.0,1014.0,16.49,99.87,1,98.89,2.29,4.08,0,0,75.49,970.0557
2022-04-24,eastus,Compute,998.0,1178.0,85.38,99.98,1,124.65,3.11,4.06,0,0,66.57,1148.7014
2022-04-24,eastus,Storage,,631.0,11.11,99.86,1,105.9,2.01,3.12,0,0,83.1,1104.4719
2022-04-24,westeurope,Compute,6264.0,7254.0,537.03,99.93,1,102.33,1.86,4.94,0,0,72.03,1205.3881
2022-04-24,westeurope,Storage,885.0,1078.0,,99.87,1,127.45,3.23,1.53,0,0,87.14,1216.0818
2022-04-24,southeastasia,Compute,485.0,572.0,39.28,99.87,1,106.56,3.47,2.09,0,0,98.41,1228.4185
2022-04-24,southeastasia,Storage,812.0,1123.0,18.23,99.98,1,96.82,2.34,4.64,0,0,93.88,1172.0555
2022-04-24,centralus,Compute,1007.0,1307.0,89.65,99.9,1,131.16,2.09,5.94,0,0,80.67,973.17303
2022-04-24,centralus,Storage,829.0,1001.0,18.93,99.97,1,96.49,1.32,4.92,0,0,79.37,987.0027
2022-04-24,uksouth,Compute,992.0,1253.0,81.42,99.98,1,123.94,3.63,4.3,0,0,53.65,1291.8517
2022-04-24,uksouth,Storage,937.0,1146.0,19.61,99.86,1,104.58,1.71,2.57,0,0,61.56,1188.2183
2022-04-25,eastus,Compute,569.0,707.0,45.95,100.8,0,98.84,1.54,0.91,0,0,91.88,1086.2994
2022-04-25,eastus,Storage,328.0,380.0,7.29,99.92,0,90.29,2.12,5.4,0,0,53.63,1097.4175
2022-04-25,westeurope,Compute,1585.0,2076.0,139.05,99.86,0,130.31,1.82,1.91,0,0,92.6,936.6737
2022-04-25,westeurope,Storage,1443.0,1717.0,,99.95,0,100.77,3.82,1.22,0,0,50.63,1822.0781
2022-04-25,southeastasia,Compute,867.0,1190.0,75.73,99.95,0,98.24,3.25,3.37,0,0,56.39,1187.8828
2022-04-25,southeastasia,Storage,296.0,347.0,6.4,99.86,0,88.67,1.85,3.17,0,0,66.77,1092.4283
2022-04-25,centralus,Compute,1364.0,,112.8,99.87,0,101.13,1.42,0.68,0,0,76.48,1155.345
2022-04-25,centralus,Storage,1315.0,1546.0,27.64,99.97,0,131.36,1.5,1.12,1,0,60.47,894.8411
2022-04-25,uksouth,Compute,645.0,846.0,53.25,100.8,0,85.39,3.49,2.27,0,0,64.97,1000.2927
2022-04-25,uksouth,Storage,1068.0,1337.0,24.11,99.86,0,123.84,2.43,0.72,0,0,55.96,1109.7174
2022-04-26,eastus,Compute,2713.0,3599.0,226.68,99.9,0,122.04,3.18,4.19,0,0,99.49,1120.5566
2022-04-26,eastus,Storage,1102.0,1538.0,23.55,99.93,0,124.01,2.32,2.59,0,0,81.24,1150.9142
2022-04-26,westeurope,Compute,2071.0,2514.0,182.92,99.92,0,114.96,1.52,2.61,0,0,67.23,1140.1044
2022-04-26,westeurope,Storage,770.0,1075.0,17.6,99.9,0,106.14,3.41,0.59,0,0,92.86,920.0816
2022-04-26,southeastasia,Compute,465.0,559.0,39.21,99.88,0,85.42,4.4,2.87,0,0,79.37,1010.7329
2022-04-26,southeastasia,Storage,408.0,497.0,9.05,99.95,0,117.73,1.36,1.07,0,0,58.91,906.4075
2022-04-26,centralus,Compute,1924.0,,163.55,99.96,0,92.51,3.38,2.28,0,0,73.35,1113.2657
2022-04-26,centralus,Storage,873.0,1030.0,18.26,99.86,0,130.81,4.2,1.74,0,0,74.84,1267.2812
2022-04-26,uksouth,Compute,1611.0,2164.0,132.08,99.91,0,123.74,2.31,3.98,0,0,57.63,1194.5574
2022-04-26,uksouth,Storage,308.0,413.0,,99.97,0,132.57,3.07,1.41,0,0,93.22,1118.1987
2022-04-27,eastus,Compute,1840.0,2122.0,160.28,99.86,0,97.99,3.02,2.98,1,0,93.94,1156.6122
2022-04-27,eastus,Storage,918.0,1212.0,21.09,99.94,0,128.56,3.93,2.48,0,0,76.78,1823.5336
2022-04-27,westeurope,Compute,506.0,648.0,42.63,99.89,0,134.93,1.44,0.74,0,0,98.96,1163.3689
2022-04-27,westeurope,Storage,235.0,286.0,5.11,99.91,0,93.93,1.2,5.19,0,0,77.33,1188.7386
2022-04-27,southeastasia,Compute,446.0,587.0,,99.93,0,107.12,3.04,3.35,0,0,59.44,1785.5895
2022-04-27,southeastasia,Storage,746.0,962.0,16.01,99.98,0,109.17,2.29,1.5,0,0,80.72,1143.453
2022-04-27,centralus,Compute,1445.0,1705.0,116.76,99.92,0,134.92,3.49,2.2,0,0,50.77,959.4466
2022-04-27,centralus,Storage,452.0,583.0,9.8,99.86,0,121.5,4.07,5.84,0,0,82.17,1199.0176
2022-04-27,uksouth,Compute,2119.0,2566.0,175.03,99.87,0,112.57,3.2,4.38,0,0,66.52,1124.6476
2022-04-27,uksouth,Storage,360.0,450.0,7.87,99.86,0,107.75,3.83,2.63,0,1,72.89,1039.4192
2022-04-28,eastus,Compute,2686.0,3429.0,236.07,99.93,0,101.17,2.9,4.35,0,0,95.83,1631.7938
2022-04-28,eastus,Storage,882.0,1133.0,19.92,99.97,0,125.34,1.25,1.53,0,0,99.12,1040.7433
2022-04-28,westeurope,Compute,1807.0,2169.0,159.19,99.89,0,134.48,1.72,3.34,0,0,73.4,1160.1553
2022-04-28,westeurope,Storage,290.0,379.0,6.63,99.9,0,108.23,4.16,2.0,0,0,99.03,1032.0474
2022-04-28,southeastasia,Compute,1331.0,1593.0,109.65,99.94,0,87.68,2.23,1.32,0,0,86.06,1202.6991
2022-04-28,southeastasia,Storage,1058.0,1237.0,23.1,99.98,0,95.89,2.05,1.05,0,0,82.15,1013.7005
2022-04-28,centralus,Compute,426.0,534.0,36.3,99.87,0,134.59,2.2,3.99,0,0,64.69,867.4163
2022-04-28,centralus,Storage,310.0,375.0,6.94,99.98,0,104.29,3.77,4.49,0,0,56.51,1139.8818
2022-04-28,uksouth,Compute,1211.0,1542.0,100.99,99.92,0,93.09,2.42,1.04,0,0,58.02,1117.5282
2022-04-28,uksouth,Storage,1096.0,,24.89,99.88,0,98.18,1.89,4.71,0,0,94.07,1145.0184
2022-04-29,eastus,Compute,741.0,868.0,63.78,99.92,0,98.76,2.76,4.76,0,0,73.39,1091.8782
2022-04-29,eastus,Storage,240.0,299.0,5.45,99.91,0,115.18,4.16,5.26,0,0,51.75,1071.8256
2022-04-29,westeurope,Compute,1309.0,1802.0,112.93,99.86,0,91.77,1.71,3.97,0,0,97.03,1173.2239
2022-04-29,westeurope,Storage,548.0,643.0,11.5,99.92,0,114.96,1.46,2.08,0,0,63.92,1134.9851
2022-04-29,southeastasia,Compute,1775.0,2136.0,154.22,99.96,0,105.59,3.66,2.72,0,0,99.6,1054.4487
2022-04-29,southeastasia,Storage,847.0,1118.0,,99.88,0,127.77,3.12,0.88,0,0,97.09,1119.4388
2022-04-29,centralus,Compute,1965.0,2621.0,158.8,99.93,0,124.69,2.08,3.82,0,0,72.29,1054.1406
2022-04-29,centralus,Storage,825.0,1126.0,17.53,99.92,0,95.92,3.19,3.57,0,0,82.99,1134.91
2022-04-29,uksouth,Compute,1288.0,1721.0,106.7,99.95,0,122.39,2.51,1.66,0,0,81.98,1135.4896
2022-04-29,uksouth,Storage,830.0,998.0,18.66,99.88,0,134.37,3.05,4.33,0,0,56.99,1222.2024
2022-04-30,eastus,Compute,1186.0,1404.0,,99.89,1,122.73,3.58,1.27,0,0,89.86,1130.3762
2022-04-30,eastus,Storage,967.0,1210.0,,99.94,1,106.83,1.5,5.54,0,0,76.25,1084.5598
2022-04-30,westeurope,Compute,2964.0,3862.0,243.69,99.85,1,86.58,2.87,4.54,0,0,66.36,854.65936
2022-04-30,westeurope,Storage,611.0,,13.61,99.87,1,97.93,2.74,1.78,0,0,87.4,1091.2227
2022-04-30,southeastasia,Compute,1475.0,1876.0,121.45,99.98,1,97.43,1.5,4.63,0,0,51.41,876.4301
2022-04-30,southeastasia,Storage,718.0,969.0,16.15,99.96,1,118.55,3.41,4.17,0,0,86.51,1027.7003
2022-04-30,centralus,Compute,527.0,686.0,45.97,99.93,1,116.38,4.29,2.14,0,0,80.57,1042.0028
2022-04-30,centralus,Storage,493.0,609.0,10.51,99.88,1,121.63,3.23,1.63,0,0,81.39,1201.9813
2022-04-30,uksouth,Compute,2082.0,2810.0,168.76,99.99,1,107.75,2.39,2.11,0,0,97.77,1134.3944
2022-04-30,uksouth,Storage,816.0,,17.73,99.88,1,106.54,2.76,4.59,0,0,79.64,1065.842
2022-05-01,eastus,Compute,407.0,517.0,34.93,99.89,1,114.62,2.18,0.81,1,0,89.61,1072.0251
2022-05-01,eastus,Storage,442.0,530.0,9.64,99.94,1,95.67,2.16,5.2,0,0,57.44,1002.39246
2022-05-01,westeurope,Compute,1443.0,2000.0,117.48,99.94,1,106.2,3.04,1.67,0,0,72.92,965.4428
2022-05-01,westeurope,Storage,255.0,350.0,5.87,99.96,1,112.14,4.36,1.35,0,0,74.6,887.7215
2022-05-01,southeastasia,Compute,473.0,647.0,40.32,99.9,1,95.39,3.84,3.93,0,0,66.71,851.93835
2022-05-01,southeastasia,Storage,231.0,310.0,4.9,99.97,1,105.0,3.61,3.42,0,0,53.09,1039.4387
2022-05-01,centralus,Compute,1493.0,2077.0,127.25,99.93,1,130.36,3.26,2.17,0,0,93.33,1107.9862
2022-05-01,centralus,Storage,643.0,757.0,13.56,99.9,1,100.54,4.35,4.81,0,0,58.37,1092.9907
2022-05-01,uksouth,Compute,995.0,1250.0,83.94,99.97,1,104.76,2.3,2.36,0,0,57.33,1101.4021
2022-05-01,uksouth,Storage,763.0,991.0,16.91,99.96,1,124.32,4.14,3.54,0,0,55.83,1006.18005
2022-05-02,eastus,Compute,1651.0,2244.0,138.59,99.92,0,132.1,3.45,4.05,0,0,62.43,1021.46387
2022-05-02,eastus,Storage,,355.0,6.22,99.94,0,125.03,2.69,5.0,0,0,82.9,906.432
2022-05-02,westeurope,Compute,2247.0,2933.0,182.69,99.92,0,130.07,3.53,4.88,0,0,55.52,1120.6525
2022-05-02,westeurope,Storage,270.0,325.0,6.17,99.86,0,107.22,4.0,3.89,0,0,85.33,1109.3066
2022-05-02,southeastasia,Compute,1785.0,2306.0,152.24,99.91,0,133.83,1.36,1.49,0,0,79.47,1037.4595
2022-05-02,southeastasia,Storage,,449.0,7.37,99.92,0,131.31,3.89,2.28,0,0,53.12,1088.9242
2022-05-02,centralus,Compute,2622.0,3492.0,215.82,99.92,0,89.66,4.24,2.39,0,0,50.31,1330.841
2022-05-02,centralus,Storage,282.0,379.0,6.23,99.97,0,90.58,4.24,5.64,0,0,99.49,1170.7384
2022-05-02,uksouth,Compute,1956.0,2550.0,171.08,99.96,0,94.7,1.98,5.32,0,0,99.73,1003.1607
2022-05-02,uksouth,Storage,328.0,446.0,,99.86,0,101.07,3.72,5.78,0,0,78.18,1174.3416
2022-05-03,eastus,Compute,1980.0,,171.25,99.93,0,85.18,1.33,1.6,0,0,65.25,1106.0781
2022-05-03,eastus,Storage,406.0,497.0,8.77,99.89,0,122.64,2.41,4.49,0,0,77.16,1077.8531
2022-05-03,westeurope,Compute,761.0,1034.0,64.21,99.94,0,93.85,3.05,5.9,0,0,70.37,1168.6616
2022-05-03,westeurope,Storage,982.0,1139.0,21.79,99.89,0,86.62,3.91,2.02,0,0,59.72,909.03156
2022-05-03,southeastasia,Compute,538.0,699.0,46.23,99.93,0,130.73,3.43,2.72,0,0,77.21,932.3359
2022-05-03,southeastasia,Storage,381.0,531.0,8.19,99.95,0,97.67,2.38,1.55,0,0,64.85,1108.2489
2022-05-03,centralus,Compute,1048.0,1231.0,91.38,99.93,0,98.72,2.03,5.87,0,0,56.4,851.6881
2022-05-03,centralus,Storage,186.0,216.0,4.02,99.91,0,95.24,2.19,1.6,0,0,81.75,1195.5344
2022-05-03,uksouth,Compute,3982.0,5544.0,327.42,99.88,0,111.28,1.5,2.9,0,0,66.55,990.7611
2022-05-03,uksouth,Storage,856.0,1130.0,19.65,99.87,0,119.62,4.21,3.26,0,0,93.34,1105.761
2022-05-04,eastus,Compute,2157.0,2589.0,186.43,99.88,0,115.67,2.56,4.1,0,0,50.21,1125.865
2022-05-04,eastus,Storage,779.0,985.0,17.09,99.9,0,132.73,3.5,3.47,0,0,68.61,886.39355
2022-05-04,westeurope,Compute,1420.0,1922.0,118.29,99.91,0,89.15,1.54,3.09,0,0,82.14,1248.4622
2022-05-04,westeurope,Storage,796.0,1033.0,17.59,99.86,0,100.94,1.37,2.68,0,0,84.64,1141.3016
2022-05-04,southeastasia,Compute,786.0,1067.0,68.32,99.96,0,99.44,2.48,3.95,0,0,59.34,1050.7032
2022-05-04,southeastasia,Storage,944.0,1290.0,21.66,99.9,0,88.36,2.59,2.67,0,0,65.29,1031.276
2022-05-04,centralus,Compute,924.0,1252.0,75.25,99.89,0,133.32,1.71,4.58,0,0,54.98,1057.5199
2022-05-04,centralus,Storage,1054.0,1345.0,24.15,99.94,0,127.02,1.69,5.2,0,0,59.49,1184.78
2022-05-04,uksouth,Compute,,2274.0,147.65,99.88,0,132.03,3.71,4.33,0,0,93.54,1153.2754
2022-05-04,uksouth,Storage,969.0,1171.0,21.13,99.95,0,90.47,2.09,0.76,0,0,51.23,948.25464
2022-05-05,eastus,Compute,685.0,898.0,56.9,99.9,0,121.71,4.3,3.41,1,0,69.93,1131.7231
2022-05-05,eastus,Storage,599.0,739.0,12.74,99.93,0,109.18,3.61,2.93,0,0,60.57,1116.2646
2022-05-05,westeurope,Compute,1888.0,2193.0,167.67,100.8,0,86.72,2.57,1.57,0,0,62.42,1225.0945
2022-05-05,westeurope,Storage,668.0,858.0,15.41,99.91,0,117.09,4.4,1.26,0,0,96.62,1185.5275
2022-05-05,southeastasia,Compute,1130.0,1418.0,99.45,99.96,0,88.23,3.25,1.79,0,0,93.95,857.79016
2022-05-05,southeastasia,Storage,952.0,1272.0,20.83,99.98,0,126.19,3.31,0.84,0,0,68.97,850.1607
2022-05-05,centralus,Compute,1152.0,1351.0,98.08,99.88,0,111.82,3.96,3.89,0,0,96.36,967.4225
2022-05-05,centralus,Storage,792.0,971.0,17.35,99.88,0,116.82,2.85,1.07,0,0,94.38,1039.2236
2022-05-05,uksouth,Compute,1326.0,1617.0,114.67,99.98,0,102.38,2.29,3.64,0,0,91.61,974.1327
2022-05-05,uksouth,Storage,680.0,834.0,14.97,99.97,0,105.83,3.65,5.21,0,0,67.83,1090.7537
2022-05-06,eastus,Compute,1108.0,,97.1,99.99,0,126.2,3.03,2.12,0,0,83.35,1243.5352
2022-05-06,eastus,Storage,314.0,429.0,7.01,99.85,0,121.23,1.32,5.99,0,0,62.87,1104.7319
2022-05-06,westeurope,Compute,,2939.0,197.37,99.94,0,93.21,3.99,4.97,0,0,62.36,1069.3987
