date,region,service_type,demand_units,capacity_allocated,cost_usd,availability,is_weekend,market_demand_index,gdp_growth,customer_growth_rate,pricing_event,service_incident,industry_mix_index
2022-08-08,eastus,Storage,472.0,581.0,,99.99,0,117.34,1.57,5.14,0,0,70.95
2022-08-08,westeurope,Compute,894.0,1087.0,77.72,99.97,0,124.21,2.1,2.71,0,0,58.37
2022-08-08,westeurope,Storage,884.0,1134.0,,99.92,0,96.54,3.39,4.89,0,0,57.35
2022-08-08,southeastasia,Compute,820.0,956.0,67.38,99.97,0,101.74,3.53,4.35,0,0,86.89
2022-08-08,southeastasia,Storage,395.0,532.0,8.95,99.97,0,87.57,2.94,1.09,0,0,74.84
2022-08-08,centralus,Compute,707.0,870.0,60.68,99.96,0,108.77,3.63,0.61,0,0,69.71
2022-08-08,centralus,Storage,489.0,632.0,10.78,99.91,0,125.9,1.8,0.81,0,1,98.84
2022-08-08,uksouth,Compute,729.0,957.0,64.4,99.9,0,119.6,1.64,3.47,0,0,63.38
2022-08-08,uksouth,Storage,264.0,351.0,5.74,99.97,0,97.61,2.7,4.01,0,0,68.68
2022-08-09,eastus,Compute,1133.0,1371.0,96.44,99.92,0,128.31,2.2,4.89,0,0,95.46
2022-08-09,eastus,Storage,480.0,571.0,10.78,99.95,0,106.96,1.46,3.92,0,0,69.68
2022-08-09,westeurope,Compute,943.0,1277.0,79.97,99.96,0,131.51,3.62,4.77,0,0,98.72
2022-08-09,westeurope,Storage,144.0,183.0,3.03,100.8,0,129.51,2.27,5.53,0,0,66.58
2022-08-09,southeastasia,Compute,887.0,1219.0,75.19,99.97,0,131.36,1.5,1.03,0,0,71.29
2022-08-09,southeastasia,Storage,,921.0,15.2,99.89,0,131.65,1.43,2.31,0,0,77.12
2022-08-09,centralus,Compute,1415.0,1934.0,122.35,100.8,0,132.92,4.15,2.89,0,0,99.13
2022-08-09,centralus,Storage,632.0,821.0,14.55,99.86,0,117.98,3.76,1.67,0,0,64.87
2022-08-09,uksouth,Compute,934.0,1160.0,81.83,99.96,0,124.84,3.07,2.29,0,0,79.1
2022-08-09,uksouth,Storage,593.0,827.0,12.98,99.98,0,130.72,2.04,2.71,0,0,54.8
2022-08-10,eastus,Compute,1654.0,2083.0,142.25,99.86,0,109.77,4.27,5.43,0,0,84.87
2022-08-10,eastus,Storage,410.0,496.0,9.29,99.93,0,99.81,2.81,1.7,0,0,97.24
2022-08-10,westeurope,Compute,1653.0,2088.0,138.94,99.95,0,98.31,1.27,1.68,0,0,66.07
2022-08-10,westeurope,Storage,462.0,568.0,9.85,99.88,0,129.56,1.88,5.34,0,0,70.4
2022-08-10,southeastasia,Compute,,489.0,32.82,99.91,0,116.62,2.98,1.33,0,0,97.54
2022-08-10,southeastasia,Storage,,379.0,6.34,99.98,0,113.19,4.05,5.04,0,0,56.29
2022-08-10,centralus,Compute,850.0,1002.0,72.06,99.89,0,129.7,1.8,3.02,0,0,91.51
2022-08-10,centralus,Storage,591.0,796.0,13.04,99.91,0,86.47,3.69,5.85,0,0,75.84
2022-08-10,uksouth,Compute,547.0,686.0,48.61,99.89,0,103.76,3.67,1.78,0,0,82.2
2022-08-10,uksouth,Storage,,720.0,,99.99,0,114.89,2.29,1.73,0,0,73.76
2022-08-11,eastus,Compute,1784.0,2378.0,151.61,99.9,0,116.27,3.96,0.84,0,0,75.59
2022-08-11,eastus,Storage,283.0,386.0,6.1,99.98,0,99.05,4.26,5.8,0,0,54.29
2022-08-11,westeurope,Compute,804.0,1124.0,68.26,99.93,0,119.72,4.4,4.81,0,0,54.88
2022-08-11,westeurope,Storage,281.0,344.0,6.06,99.85,0,102.71,1.58,2.86,0,0,54.03
2022-08-11,southeastasia,Compute,937.0,1166.0,81.9,99.96,0,124.91,4.35,4.88,0,0,75.43
2022-08-11,southeastasia,Storage,162.0,212.0,,99.9,0,130.84,2.27,3.42,0,0,84.79
2022-08-11,centralus,Compute,,468.0,29.84,99.87,0,100.45,1.34,2.2,0,0,63.28
2022-08-11,centralus,Storage,812.0,1013.0,18.3,99.98,0,100.31,1.5,1.78,0,0,53.09
2022-08-11,uksouth,Compute,967.0,1274.0,80.03,99.95,0,102.37,2.7,3.57,0,0,91.8
2022-08-11,uksouth,Storage,131.0,182.0,2.93,99.91,0,92.88,2.96,1.41,0,0,86.0
2022-08-12,eastus,Compute,1662.0,,140.48,99.96,0,116.27,2.22,2.62,0,0,66.63
2022-08-12,eastus,Storage,910.0,1080.0,19.79,99.86,0,111.23,3.17,4.54,0,0,86.71
2022-08-12,westeurope,Compute,1315.0,1610.0,113.84,99.96,0,103.92,3.66,5.36,0,0,91.37
2022-08-12,westeurope,Storage,706.0,836.0,15.25,99.9,0,100.72,4.05,3.7,0,0,63.2
2022-08-12,southeastasia,Compute,224.0,277.0,18.86,99.95,0,133.59,1.73,0.84,0,0,59.73
2022-08-12,southeastasia,Storage,542.0,667.0,,99.87,0,108.44,4.5,1.37,0,0,98.61
2022-08-12,centralus,Compute,734.0,847.0,63.79,99.94,0,93.9,3.81,2.15,0,0,54.55
2022-08-12,centralus,Storage,209.0,284.0,4.73,99.91,0,121.23,3.08,2.37,0,0,80.95
2022-08-12,uksouth,Compute,3891.0,4848.0,,99.87,0,129.19,2.33,1.19,0,0,90.77
2022-08-12,uksouth,Storage,280.0,336.0,6.46,99.98,0,99.33,4.15,4.65,0,0,83.72
2022-08-13,eastus,Compute,967.0,1126.0,80.64,99.87,1,111.29,2.91,3.66,0,0,93.91
2022-08-13,eastus,Storage,280.0,336.0,5.97,99.85,1,101.49,1.28,3.24,0,0,62.0
2022-08-13,westeurope,Compute,621.0,781.0,53.83,99.95,1,123.1,3.94,1.78,0,0,92.75
2022-08-13,westeurope,Storage,687.0,910.0,15.09,99.89,1,101.32,1.44,2.11,0,0,94.9
2022-08-13,southeastasia,Compute,564.0,726.0,49.3,99.95,1,130.38,4.12,4.84,0,0,75.35
2022-08-13,southeastasia,Storage,194.0,258.0,4.39,99.94,1,106.89,4.34,4.41,0,0,90.9
2022-08-13,centralus,Compute,1578.0,,138.68,99.92,1,112.63,4.11,5.56,0,0,72.18
2022-08-13,centralus,Storage,361.0,491.0,7.6,99.9,1,121.87,3.36,1.57,0,0,80.67
2022-08-13,uksouth,Compute,1115.0,1340.0,,99.88,1,133.13,1.71,5.52,0,0,61.57
2022-08-13,uksouth,Storage,,425.0,6.94,99.99,1,113.52,4.19,5.23,0,0,71.57
2022-08-14,eastus,Compute,1044.0,1414.0,84.45,99.93,1,129.04,1.92,1.51,0,0,59.6
2022-08-14,eastus,Storage,854.0,1050.0,19.2,99.95,1,101.27,2.64,1.64,0,0,56.64
2022-08-14,westeurope,Compute,382.0,453.0,32.21,99.86,1,117.75,1.46,0.82,0,0,71.34
2022-08-14,westeurope,Storage,414.0,579.0,8.91,99.86,1,119.55,3.21,6.0,0,0,83.83
2022-08-14,southeastasia,Compute,938.0,1092.0,76.97,99.98,1,112.14,1.41,4.31,0,0,87.5
2022-08-14,southeastasia,Storage,170.0,212.0,,99.92,1,120.87,2.9,0.54,0,0,70.0
2022-08-14,centralus,Compute,527.0,689.0,42.91,99.87,1,97.94,3.67,1.4,0,0,51.76
2022-08-14,centralus,Storage,543.0,745.0,11.49,99.91,1,106.43,2.31,0.5,0,0,82.64
2022-08-14,uksouth,Compute,,392.0,24.94,99.98,1,98.19,1.99,3.88,0,0,80.39
2022-08-14,uksouth,Storage,159.0,,3.42,99.87,1,107.72,1.92,5.44,0,0,63.17
2022-08-15,eastus,Compute,1590.0,1912.0,135.94,99.98,0,115.43,2.2,4.01,0,0,57.97
2022-08-15,eastus,Storage,244.0,310.0,5.57,99.87,0,131.46,2.11,3.43,0,0,56.29
2022-08-15,westeurope,Compute,893.0,1159.0,77.99,99.94,0,114.68,4.21,2.99,0,0,70.0
2022-08-15,westeurope,Storage,859.0,1178.0,18.57,99.92,0,127.71,3.2,4.49,0,0,61.52
2022-08-15,southeastasia,Compute,939.0,1268.0,77.73,99.97,0,132.65,1.33,0.83,0,0,59.47
2022-08-15,southeastasia,Storage,533.0,682.0,11.59,99.92,0,116.77,4.28,3.78,0,0,75.94
2022-08-15,centralus,Compute,1402.0,1670.0,122.73,99.87,0,88.89,3.96,5.87,0,0,92.96
2022-08-15,centralus,Storage,133.0,167.0,2.81,99.98,0,106.62,3.4,3.42,0,0,89.63
2022-08-15,uksouth,Compute,1108.0,1405.0,95.23,99.86,0,113.02,1.44,3.5,0,0,86.25
2022-08-15,uksouth,Storage,605.0,741.0,12.74,99.98,0,107.57,1.82,3.72,0,0,65.3
2022-08-16,eastus,Compute,1338.0,1593.0,115.65,99.95,0,99.35,1.29,1.6,0,0,59.7
2022-08-16,eastus,Storage,,710.0,12.75,99.98,0,89.29,3.01,3.37,0,0,96.74
2022-08-16,westeurope,Compute,1660.0,2128.0,144.79,99.9,0,120.84,3.11,5.79,0,0,91.03
2022-08-16,westeurope,Storage,179.0,209.0,4.12,99.86,0,113.16,2.29,2.86,0,0,72.88
2022-08-16,southeastasia,Compute,231.0,296.0,19.44,99.97,0,94.63,2.65,0.63,0,0,78.9
2022-08-16,southeastasia,Storage,203.0,246.0,4.41,99.86,0,114.22,3.2,0.84,0,0,66.69
2022-08-16,centralus,Compute,258.0,316.0,21.73,99.93,0,103.67,3.76,5.36,0,0,65.88
2022-08-16,centralus,Storage,859.0,1160.0,19.79,99.94,0,128.72,1.2,3.42,0,0,76.6
2022-08-16,uksouth,Compute,1351.0,1649.0,113.31,99.94,0,128.5,3.89,1.95,0,0,99.49
2022-08-16,uksouth,Storage,220.0,294.0,4.87,99.93,0,90.08,1.21,0.77,0,0,52.22
2022-08-17,eastus,Compute,,779.0,51.05,99.94,0,96.84,2.67,3.98,0,0,64.36
2022-08-17,eastus,Storage,500.0,658.0,10.95,99.98,0,93.97,3.43,3.67,0,0,89.96
2022-08-17,westeurope,Compute,1021.0,1230.0,87.14,99.97,0,123.68,3.83,2.97,0,0,89.66
2022-08-17,westeurope,Storage,930.0,1078.0,19.58,99.95,0,86.22,3.11,5.12,0,0,85.69
2022-08-17,southeastasia,Compute,,788.0,50.37,99.85,0,119.73,1.96,5.22,0,0,87.7
2022-08-17,southeastasia,Storage,265.0,369.0,6.09,99.97,0,120.28,3.39,1.07,0,1,56.87
2022-08-17,centralus,Compute,994.0,,81.17,99.87,0,102.9,2.59,3.72,0,0,90.13
2022-08-17,centralus,Storage,306.0,409.0,6.6,99.96,0,111.7,3.82,2.02,0,0,97.16
2022-08-17,uksouth,Compute,3840.0,5188.0,333.94,99.96,0,115.27,2.01,1.54,0,0,60.66
2022-08-17,uksouth,Storage,589.0,811.0,12.89,99.97,0,133.97,3.44,5.46,0,0,63.56
2022-08-18,eastus,Compute,508.0,601.0,41.81,99.96,0,106.97,1.69,1.05,0,0,68.22
2022-08-18,eastus,Storage,291.0,388.0,6.43,99.98,0,114.36,2.52,5.25,0,0,84.82
2022-08-18,westeurope,Compute,1163.0,1450.0,100.84,99.93,0,89.09,3.32,4.28,0,0,92.15
2022-08-18,westeurope,Storage,,959.0,16.01,99.85,0,117.34,2.98,3.49,0,0,99.77
2022-08-18,southeastasia,Compute,697.0,965.0,57.59,99.97,0,97.91,4.4,3.79,1,0,57.37
2022-08-18,southeastasia,Storage,485.0,,11.17,99.94,0,119.63,1.92,5.41,0,0,97.82
2022-08-18,centralus,Compute,650.0,,53.27,99.96,0,115.21,4.39,5.89,0,0,97.84
2022-08-18,centralus,Storage,,1100.0,18.02,99.98,0,125.32,2.37,4.97,0,0,84.16
2022-08-18,uksouth,Compute,3246.0,3882.0,278.59,99.97,0,104.13,3.54,4.21,0,0,78.18
2022-08-18,uksouth,Storage,455.0,610.0,9.87,99.96,0,89.9,3.44,2.11,0,0,83.27
2022-08-19,eastus,Compute,655.0,865.0,54.38,99.87,0,123.42,2.64,1.47,0,0,96.66
2022-08-19,eastus,Storage,901.0,1232.0,19.44,99.95,0,128.08,1.87,2.46,0,0,61.16
2022-08-19,westeurope,Compute,,372.0,27.21,99.96,0,117.1,3.82,3.84,0,0,97.84
2022-08-19,westeurope,Storage,690.0,859.0,14.98,99.92,0,113.02,4.47,4.66,1,0,91.21
2022-08-19,southeastasia,Compute,622.0,764.0,54.66,99.96,0,111.8,1.59,4.08,0,0,66.56
2022-08-19,southeastasia,Storage,162.0,200.0,3.4,99.87,0,90.76,2.62,1.67,0,0,61.78
2022-08-19,centralus,Compute,1522.0,1972.0,125.2,99.85,0,101.89,2.61,0.84,0,0,95.68
2022-08-19,centralus,Storage,586.0,777.0,13.39,99.99,0,121.56,2.24,2.14,0,0,52.68
2022-08-19,uksouth,Compute,595.0,689.0,50.91,99.9,0,129.62,1.68,3.6,0,0,87.09
2022-08-19,uksouth,Storage,466.0,608.0,9.86,99.89,0,93.89,1.77,3.89,0,0,99.51
2022-08-20,eastus,Compute,1542.0,1819.0,132.17,99.99,1,113.6,4.33,2.94,0,0,84.87
2022-08-20,eastus,Storage,239.0,308.0,5.49,99.87,1,91.54,3.98,5.13,0,0,83.97
2022-08-20,westeurope,Compute,1293.0,1597.0,115.39,99.97,1,98.0,1.84,2.23,0,0,88.92
2022-08-20,westeurope,Storage,131.0,153.0,3.01,99.93,1,131.56,3.29,2.87,0,0,66.31
2022-08-20,southeastasia,Compute,329.0,460.0,28.95,99.96,1,118.11,2.59,4.52,0,0,89.81
2022-08-20,southeastasia,Storage,198.0,254.0,4.22,99.88,1,130.25,3.97,0.56,0,0,72.91
2022-08-20,centralus,Compute,1238.0,1571.0,104.23,99.98,1,87.06,3.46,5.18,0,0,76.57
2022-08-20,centralus,Storage,211.0,249.0,4.8,99.87,1,110.66,2.92,5.84,0,0,62.04
2022-08-20,uksouth,Compute,289.0,382.0,24.83,99.86,1,123.14,3.32,5.8,0,0,69.08
2022-08-20,uksouth,Storage,334.0,390.0,,99.88,1,128.49,1.79,2.19,0,0,90.41
2022-08-21,eastus,Compute,942.0,1126.0,81.56,99.9,1,134.03,2.19,0.54,0,0,52.22
2022-08-21,eastus,Storage,509.0,611.0,11.57,99.87,1,128.19,3.74,3.63,0,0,51.99
2022-08-21,westeurope,Compute,1030.0,1383.0,86.39,99.87,1,97.57,1.91,4.52,0,0,70.81
2022-08-21,westeurope,Storage,620.0,735.0,13.83,99.97,1,89.77,3.62,4.58,0,0,66.05
2022-08-21,southeastasia,Compute,477.0,556.0,40.89,99.89,1,108.33,3.04,5.37,0,0,53.97
2022-08-21,southeastasia,Storage,,475.0,7.91,99.97,1,131.01,1.33,4.59,1,0,73.08
2022-08-21,centralus,Compute,410.0,555.0,34.3,99.9,1,96.14,3.46,0.92,0,0,61.47
2022-08-21,centralus,Storage,538.0,651.0,12.27,99.94,1,85.07,2.37,5.22,1,1,64.06
2022-08-21,uksouth,Compute,219.0,297.0,19.06,99.97,1,132.84,1.23,0.99,0,0,90.96
2022-08-21,uksouth,Storage,123.0,159.0,2.77,99.88,1,99.67,3.08,5.91,0,0,85.72
2022-08-22,eastus,Compute,1694.0,2099.0,136.82,99.89,0,110.73,3.39,1.76,0,0,67.7
2022-08-22,eastus,Storage,837.0,1033.0,18.91,99.86,0,96.49,1.23,5.83,0,0,82.57
2022-08-22,westeurope,Compute,1104.0,1520.0,94.81,99.88,0,105.98,2.38,4.35,0,1,59.89
2022-08-22,westeurope,Storage,202.0,277.0,4.56,99.99,0,97.7,2.81,1.8,0,0,56.36
2022-08-22,southeastasia,Compute,340.0,432.0,29.24,99.97,0,122.02,2.72,5.91,0,0,99.63
2022-08-22,southeastasia,Storage,159.0,183.0,3.4,99.94,0,90.07,3.51,0.57,0,0,73.46
2022-08-22,centralus,Compute,1097.0,1445.0,,99.89,0,128.04,3.34,4.89,0,0,98.97
2022-08-22,centralus,Storage,779.0,936.0,16.92,99.91,0,131.07,4.13,5.03,0,1,84.08
2022-08-22,uksouth,Compute,1273.0,1656.0,110.6,99.86,0,116.39,2.7,5.37,0,0,61.41
2022-08-22,uksouth,Storage,335.0,395.0,7.13,99.85,0,127.94,3.05,2.61,0,0,53.69
2022-08-23,eastus,Compute,558.0,710.0,47.78,99.89,0,118.15,2.86,2.34,0,0,69.68
2022-08-23,eastus,Storage,848.0,1081.0,,99.92,0,113.6,1.57,2.88,0,0,59.58
2022-08-23,westeurope,Compute,493.0,589.0,42.13,99.98,0,124.43,4.19,3.71,0,0,63.07
2022-08-23,westeurope,Storage,170.0,217.0,3.8,99.86,0,87.71,3.14,5.38,0,0,90.55
2022-08-23,southeastasia,Compute,,1048.0,67.45,99.89,0,105.93,2.67,5.51,0,0,76.88
2022-08-23,southeastasia,Storage,575.0,677.0,13.09,99.89,0,87.56,1.59,5.74,0,0,76.06
2022-08-23,centralus,Compute,1414.0,1632.0,115.05,100.8,0,87.74,2.52,2.35,0,0,79.8
2022-08-23,centralus,Storage,580.0,805.0,12.23,99.98,0,100.56,2.89,1.1,0,0,87.08
2022-08-23,uksouth,Compute,428.0,503.0,36.09,99.86,0,99.28,2.33,5.19,0,1,76.61
2022-08-23,uksouth,Storage,483.0,599.0,10.47,99.94,0,133.08,4.42,4.39,0,0,87.79
2022-08-24,eastus,Compute,1576.0,1885.0,135.17,99.86,0,125.73,2.11,5.94,0,0,74.84
2022-08-24,eastus,Storage,958.0,1249.0,21.83,99.87,0,130.04,3.19,0.67,0,0,53.96
2022-08-24,westeurope,Compute,358.0,421.0,30.33,99.93,0,116.58,4.46,5.55,0,0,60.74
2022-08-24,westeurope,Storage,586.0,729.0,12.64,99.97,0,131.74,4.08,3.37,0,0,70.46
2022-08-24,southeastasia,Compute,291.0,383.0,23.86,99.94,0,86.79,3.18,4.05,0,0,52.3
2022-08-24,southeastasia,Storage,702.0,932.0,15.68,99.87,0,100.95,2.95,5.16,0,0,67.63
2022-08-24,centralus,Compute,913.0,1170.0,,99.98,0,111.93,4.27,4.49,0,0,83.37
2022-08-24,centralus,Storage,341.0,398.0,7.84,99.98,0,131.32,4.43,1.52,0,0,94.59
2022-08-24,uksouth,Compute,388.0,450.0,32.67,99.94,0,129.13,4.47,4.94,0,0,92.18
2022-08-24,uksouth,Storage,658.0,,14.51,99.94,0,121.34,2.38,3.64,0,0,61.36
2022-08-25,eastus,Compute,832.0,1016.0,74.21,99.88,0,95.41,3.0,5.13,0,0,64.13
2022-08-25,eastus,Storage,368.0,424.0,8.08,99.9,0,118.74,3.31,2.59,1,0,81.67
2022-08-25,westeurope,Compute,1084.0,1421.0,94.5,99.9,0,109.48,4.32,5.7,0,0,79.7
2022-08-25,westeurope,Storage,636.0,761.0,,99.9,0,101.31,2.09,2.99,0,0,90.23
2022-08-25,southeastasia,Compute,719.0,939.0,58.87,99.9,0,120.35,4.41,1.42,0,0,62.12
2022-08-25,southeastasia,Storage,275.0,343.0,5.8,99.9,0,113.52,4.1,2.06,0,0,67.7
2022-08-25,centralus,Compute,919.0,1182.0,76.18,99.9,0,92.83,2.37,1.33,0,0,59.47
2022-08-25,centralus,Storage,472.0,616.0,10.19,99.91,0,103.0,3.34,3.09,0,0,87.01
2022-08-25,uksouth,Compute,1226.0,1472.0,105.9,99.99,0,120.26,2.05,2.05,0,0,75.92
2022-08-25,uksouth,Storage,187.0,216.0,4.01,99.96,0,115.3,1.88,1.92,0,0,66.71
2022-08-26,eastus,Compute,640.0,825.0,56.3,99.85,0,91.17,2.01,2.12,0,0,64.7
2022-08-26,eastus,Storage,995.0,1178.0,22.34,99.98,0,113.82,1.81,1.2,0,0,75.67
2022-08-26,westeurope,Compute,908.0,1076.0,75.68,99.86,0,89.55,1.67,4.42,1,0,97.21
2022-08-26,westeurope,Storage,659.0,794.0,15.13,99.92,0,107.32,3.78,4.42,0,0,71.11
2022-08-26,southeastasia,Compute,245.0,333.0,20.32,99.89,0,118.89,1.9,1.76,0,0,94.47
2022-08-26,southeastasia,Storage,678.0,793.0,14.74,99.87,0,117.47,3.7,1.86,0,0,64.18
2022-08-26,centralus,Compute,443.0,534.0,38.62,99.96,0,125.02,2.46,1.43,0,0,87.4
2022-08-26,centralus,Storage,834.0,1040.0,19.15,99.94,0,113.79,3.5,0.75,0,0,58.05
2022-08-26,uksouth,Compute,474.0,622.0,40.22,99.95,0,127.67,1.85,2.31,0,0,68.27
2022-08-26,uksouth,Storage,598.0,738.0,13.34,99.98,0,124.9,3.47,5.84,0,0,70.34
2022-08-27,eastus,Compute,322.0,443.0,27.17,99.94,1,86.67,2.57,4.99,0,0,60.49
2022-08-27,eastus,Storage,309.0,426.0,7.05,99.89,1,134.48,3.41,2.07,0,0,80.31
2022-08-27,westeurope,Compute,539.0,751.0,47.45,99.95,1,86.32,3.15,4.39,0,0,95.79
2022-08-27,westeurope,Storage,246.0,282.0,5.33,99.87,1,129.15,4.26,1.91,0,0,78.3
2022-08-27,southeastasia,Compute,981.0,1313.0,84.91,99.91,1,112.76,2.04,0.7,0,0,58.12
2022-08-27,southeastasia,Storage,402.0,553.0,8.84,99.92,1,116.42,1.57,3.84,0,0,78.26
2022-08-27,centralus,Compute,676.0,866.0,59.51,99.89,1,106.26,3.85,0.99,0,0,50.07
2022-08-27,centralus,Storage,599.0,,,99.87,1,115.76,1.94,4.25,0,0,71.88
2022-08-27,uksouth,Compute,1068.0,1463.0,,99.86,1,111.47,3.34,2.02,0,0,82.52
2022-08-27,uksouth,Storage,1292.0,1574.0,28.64,99.89,1,122.24,1.36,0.75,0,0,67.06
2022-08-28,eastus,Compute,577.0,695.0,49.75,99.98,1,107.29,2.8,1.81,0,0,67.53
2022-08-28,eastus,Storage,764.0,1042.0,16.07,99.88,1,129.66,1.6,3.96,0,0,69.16
2022-08-28,westeurope,Compute,612.0,808.0,52.96,99.94,1,110.01,2.91,4.0,0,0,79.35
2022-08-28,westeurope,Storage,193.0,235.0,4.4,99.87,1,128.77,2.54,2.02,0,0,75.33
2022-08-28,southeastasia,Compute,827.0,1038.0,71.5,99.93,1,97.22,3.88,4.89,0,0,92.39
2022-08-28,southeastasia,Storage,131.0,165.0,2.84,99.95,1,115.18,3.36,1.66,0,0,55.42
2022-08-28,centralus,Compute,221.0,,18.96,99.91,1,133.98,2.22,4.67,0,0,50.87
2022-08-28,centralus,Storage,297.0,348.0,6.47,99.98,1,124.08,3.59,3.43,0,0,57.48
2022-08-28,uksouth,Compute,911.0,1059.0,73.73,99.87,1,132.49,4.19,0.98,0,0,54.88
2022-08-28,uksouth,Storage,297.0,397.0,6.38,99.89,1,108.92,1.26,2.14,0,0,56.31
2022-08-29,eastus,Compute,1194.0,1621.0,101.96,99.92,0,104.21,1.84,1.31,0,0,89.52
2022-08-29,eastus,Storage,,535.0,10.12,99.9,0,132.34,2.86,3.1,0,0,75.64
2022-08-29,westeurope,Compute,1609.0,1956.0,135.97,99.94,0,110.04,4.18,5.67,0,0,74.09
2022-08-29,westeurope,Storage,728.0,1013.0,16.03,99.93,0,97.29,2.47,0.65,0,0,77.02
2022-08-29,southeastasia,Compute,592.0,747.0,50.23,99.98,0,120.31,2.06,3.27,0,0,91.67
2022-08-29,southeastasia,Storage,356.0,452.0,8.06,99.96,0,96.53,1.36,4.37,0,0,62.98
2022-08-29,centralus,Compute,1459.0,1797.0,123.07,99.94,0,98.66,1.37,2.55,0,0,98.24
2022-08-29,centralus,Storage,842.0,1045.0,18.53,99.99,0,110.94,4.38,0.59,0,0,84.27
2022-08-29,uksouth,Compute,2295.0,2990.0,,99.91,0,101.78,2.36,1.0,0,0,68.66
2022-08-29,uksouth,Storage,481.0,645.0,10.89,99.95,0,98.79,4.03,0.51,0,0,55.53
2022-08-30,eastus,Compute,1220.0,1473.0,105.31,99.92,0,107.92,3.74,3.01,0,0,50.41
2022-08-30,eastus,Storage,220.0,299.0,4.66,99.98,0,88.97,2.35,3.86,0,0,89.95
2022-08-30,westeurope,Compute,3087.0,4240.0,263.89,99.98,0,93.8,3.81,0.83,0,0,68.51
2022-08-30,westeurope,Storage,880.0,1083.0,19.54,99.98,0,85.5,2.5,5.17,0,0,84.6
2022-08-30,southeastasia,Compute,420.0,577.0,34.69,99.94,0,129.04,1.32,5.06,0,0,68.62
2022-08-30,southeastasia,Storage,553.0,729.0,12.26,99.97,0,90.1,2.19,3.22,0,0,66.85
2022-08-30,centralus,Compute,658.0,816.0,56.84,99.9,0,102.36,3.62,2.2,0,0,90.27
2022-08-30,centralus,Storage,757.0,915.0,16.2,99.9,0,123.9,1.94,4.83,0,0,73.74
2022-08-30,uksouth,Compute,490.0,,43.11,99.91,0,120.48,1.69,4.66,0,0,74.73
2022-08-30,uksouth,Storage,980.0,,21.65,99.88,0,122.65,2.2,2.02,0,0,96.44
2022-08-31,eastus,Compute,,5663.0,423.26,99.91,0,120.35,2.26,5.14,0,0,53.94
2022-08-31,eastus,Storage,484.0,645.0,11.05,99.97,0,97.69,1.96,5.25,0,0,91.03
2022-08-31,westeurope,Compute,1222.0,1568.0,102.77,99.98,0,127.56,2.7,0.5,0,0,62.23
2022-08-31,westeurope,Storage,658.0,,15.2,99.97,0,112.32,3.05,0.54,0,0,51.84
2022-08-31,southeastasia,Compute,505.0,624.0,43.06,99.94,0,115.47,3.6,4.14,0,0,83.2
2022-08-31,southeastasia,Storage,504.0,616.0,10.8,99.9,0,125.69,2.61,2.21,0,0,94.53
2022-08-31,centralus,Compute,859.0,,76.55,99.93,0,99.57,2.61,1.92,1,0,64.62
2022-08-31,centralus,Storage,582.0,700.0,12.98,99.87,0,94.5,3.27,5.95,0,0,76.93
2022-08-31,uksouth,Compute,964.0,1209.0,85.3,99.88,0,89.88,3.29,1.03,0,0,77.38
2022-08-31,uksouth,Storage,609.0,827.0,13.27,99.86,0,133.31,2.04,5.65,0,0,83.21
2022-09-01,eastus,Compute,837.0,1053.0,74.58,99.97,0,121.72,4.13,4.55,0,0,72.8
2022-09-01,eastus,Storage,816.0,1055.0,18.09,99.89,0,116.64,4.19,2.64,0,0,52.41
2022-09-01,westeurope,Compute,1564.0,1961.0,130.89,99.86,0,131.52,1.42,4.58,0,0,70.98
2022-09-01,westeurope,Storage,765.0,952.0,16.15,99.87,0,118.98,1.25,5.36,0,0,61.99
2022-09-01,southeastasia,Compute,1076.0,1496.0,95.66,99.95,0,99.81,2.01,5.94,0,0,67.77
2022-09-01,southeastasia,Storage,667.0,782.0,14.46,99.98,0,119.95,3.69,4.67,0,0,74.56
2022-09-01,centralus,Compute,1169.0,1552.0,100.16,99.95,0,88.1,1.31,2.58,0,0,71.67
2022-09-01,centralus,Storage,466.0,595.0,10.67,99.92,0,92.87,3.27,3.76,1,0,57.84
2022-09-01,uksouth,Compute,462.0,583.0,38.77,99.97,0,115.61,4.09,3.4,0,0,91.1
2022-09-01,uksouth,Storage,276.0,335.0,5.83,99.89,0,110.49,4.43,0.85,0,0,65.22
2022-09-02,eastus,Compute,318.0,385.0,27.09,99.85,0,106.59,3.09,1.5,0,0,53.53
2022-09-02,eastus,Storage,,680.0,,99.86,0,85.46,3.76,0.81,0,0,57.35
2022-09-02,westeurope,Compute,844.0,,72.63,99.99,0,90.02,2.65,5.88,0,0,51.52
2022-09-02,westeurope,Storage,208.0,268.0,4.39,99.97,0,111.74,2.57,2.36,0,0,87.06
2022-09-02,southeastasia,Compute,1005.0,1231.0,87.82,99.92,0,132.83,2.79,4.22,0,0,69.93
2022-09-02,southeastasia,Storage,,315.0,5.27,99.94,0,100.74,3.08,3.87,0,0,56.82
2022-09-02,centralus,Compute,1359.0,1702.0,,99.86,0,87.88,1.61,2.97,0,0,82.39
2022-09-02,centralus,Storage,132.0,156.0,2.83,99.93,0,130.94,3.12,5.56,0,0,51.09
2022-09-02,uksouth,Compute,,1198.0,81.27,99.92,0,117.31,3.18,4.43,0,0,61.93
2022-09-02,uksouth,Storage,364.0,,8.36,99.88,0,98.51,1.51,3.76,0,0,58.49
