date,region,service_type,demand_units,capacity_allocated,cost_usd,availability,is_weekend,market_demand_index,gdp_growth,customer_growth_rate,pricing_event,service_incident,industry_mix_index,year,month,day,day_of_week,quarter,lag_1,lag_7,rolling_mean_7,lag_30,lag_60,rolling_mean_30,week_of_year,is_summer,is_holiday_period,previous_year_demand,yoy_growth,economic_growth_interaction,time_index
2024-04-27,centralus,Storage,299.0,413.0,6.5,99.94,1,113.76,3.98,3.25,0,0,57.03,2024,4,27,5,2,628.0,232.0,704.0,291.0,234.0,768.5333333333333,17,0,0,685.0,-56.35036496350365,12.935,840
2024-04-28,centralus,Storage,867.0,1134.0,18.41,99.96,1,128.07,4.13,5.7,0,0,65.79,2024,4,28,6,2,299.0,955.0,691.4285714285714,669.0,301.0,775.1333333333333,17,0,0,804.0,7.835820895522389,23.541,841
2024-04-29,centralus,Storage,930.0,1149.0,21.44,99.94,0,96.54,2.75,4.41,0,0,82.39,2024,4,29,0,2,867.0,560.0,744.2857142857143,1134.0,1168.0,768.3333333333334,18,0,0,613.5,51.58924205378973,12.127500000000001,842
2024-04-30,centralus,Storage,460.0,544.0,10.05,99.9,0,109.76,3.22,2.31,0,0,91.93,2024,4,30,1,2,930.0,286.0,769.1428571428571,211.0,1355.0,776.6333333333333,18,0,0,613.5,-25.020374898125507,7.438200000000001,843
2024-05-01,centralus,Storage,788.0,945.0,18.17,99.92,0,95.32,3.99,2.81,0,0,65.46,2024,5,1,2,2,460.0,967.0,743.5714285714286,651.0,645.0,781.2,18,0,0,452.0,74.33628318584071,11.2119,844
2024-05-02,centralus,Storage,1207.0,1626.0,26.08,99.99,0,106.82,3.21,3.27,0,0,54.65,2024,5,2,3,2,788.0,1233.0,739.8571428571429,1081.0,975.0,785.4,18,0,0,570.0,111.75438596491227,10.4967,845
2024-05-03,centralus,Storage,1183.0,1635.0,27.17,99.95,0,94.58,2.23,1.96,0,0,93.49,2024,5,3,4,2,1207.0,628.0,819.1428571428571,1271.0,1260.0,782.4666666666667,18,0,0,613.5,92.8280358598207,4.3708,846
2024-05-04,centralus,Storage,878.0,1172.0,19.87,99.95,1,132.6,3.61,1.16,0,0,69.85,2024,5,4,5,2,1183.0,299.0,901.8571428571429,342.0,1083.0,800.3333333333334,18,0,0,452.0,94.24778761061947,4.1876,847
2024-05-05,centralus,Storage,850.0,1037.0,18.75,99.95,1,126.06,2.22,2.38,0,0,84.37,2024,5,5,6,2,878.0,867.0,899.4285714285714,865.0,1362.0,799.8333333333334,18,0,0,771.0,10.246433203631646,5.2836,848
2024-05-06,centralus,Storage,1163.0,1471.0,26.47,99.93,0,124.56,2.73,5.89,0,0,90.64,2024,5,6,0,2,850.0,930.0,932.7142857142857,354.0,283.0,826.8,19,0,0,695.0,67.33812949640287,16.0797,849
2024-05-07,centralus,Storage,671.0,890.0,15.23,99.99,0,127.45,1.63,3.51,0,0,73.78,2024,5,7,1,2,1163.0,460.0,962.8571428571429,809.0,1281.0,822.2,19,0,0,423.0,58.62884160756501,5.721299999999999,850
2024-05-08,centralus,Storage,941.0,1176.25,21.03,99.9,0,128.26,3.78,4.46,1,0,85.92,2024,5,8,2,2,671.0,788.0,984.7142857142857,397.0,613.5,840.3333333333334,19,0,0,392.0,140.05102040816325,16.8588,851
2024-05-09,centralus,Storage,898.0,1084.0,19.73,99.88,0,95.32,4.0,5.64,0,1,94.51,2024,5,9,3,2,941.0,1207.0,940.5714285714286,2239.0,652.0,795.6333333333333,19,0,0,246.0,265.0406504065041,22.56,852
2024-05-10,centralus,Storage,965.0,1308.0,21.09,99.95,0,108.13,1.42,4.09,0,0,85.1,2024,5,10,4,2,898.0,1183.0,909.4285714285714,792.0,1112.0,801.4,19,0,0,850.0,13.529411764705882,5.807799999999999,853
2024-05-11,centralus,Storage,756.0,979.0,17.43,99.97,1,85.83,1.25,3.18,0,0,66.92,2024,5,11,5,2,965.0,878.0,892.0,976.0,317.0,794.0666666666667,19,0,0,1446.0,-47.71784232365145,3.975,854
2024-05-12,centralus,Storage,280.0,345.0,6.46,99.86,1,89.27,1.34,1.82,0,0,72.25,2024,5,12,6,2,756.0,850.0,810.5714285714286,586.0,1304.0,783.8666666666667,19,0,0,923.0,-69.66413867822318,2.4388,855
2024-05-13,centralus,Storage,189.0,257.0,4.32,99.93,0,114.21,3.46,3.63,0,0,66.1,2024,5,13,0,2,280.0,1163.0,671.4285714285714,285.0,541.0,780.6666666666666,20,0,0,535.0,-64.67289719626169,12.5598,856
2024-05-14,centralus,Storage,351.0,438.75,7.721999999999999,99.9,0,98.34,3.03,1.43,0,0,84.7,2024,5,14,1,2,189.0,671.0,625.7142857142857,924.0,739.0,761.5666666666667,20,0,0,559.0,-37.2093023255814,4.3328999999999995,857
2024-05-15,centralus,Storage,1154.0,1592.0,26.24,99.89,0,132.6,1.87,1.65,0,0,88.08,2024,5,15,2,2,351.0,941.0,656.1428571428571,1021.0,347.0,766.0,20,0,0,838.0,37.70883054892602,3.0855,858
2024-05-16,centralus,Storage,1160.0,1575.0,26.52,99.98,0,94.41,3.57,4.04,1,0,60.36,2024,5,16,3,2,1154.0,898.0,693.5714285714286,1322.0,556.0,760.6,20,0,0,491.0,136.25254582484726,14.422799999999999,859
2024-05-17,centralus,Storage,1143.0,1527.0,24.24,99.87,0,87.13,2.66,4.06,0,0,96.63,2024,5,17,4,2,1160.0,965.0,719.0,562.0,1276.0,779.9666666666667,20,0,0,613.5,86.3080684596577,10.7996,860
2024-05-18,centralus,Storage,710.0,925.0,14.84,99.9,1,123.4,1.53,3.82,0,0,91.23,2024,5,18,5,2,1143.0,756.0,712.4285714285714,1086.0,1133.0,767.4333333333333,20,0,0,1101.0,-35.513169845594916,5.8446,861
2024-05-19,centralus,Storage,686.0,883.0,14.67,99.98,1,121.62,1.6,1.98,0,0,55.85,2024,5,19,6,2,710.0,280.0,770.4285714285714,319.0,342.0,779.6666666666666,20,0,0,970.0,-29.27835051546392,3.168,862
2024-05-20,centralus,Storage,712.0,944.0,16.04,99.89,0,108.9,2.64,2.44,0,0,81.21,2024,5,20,0,2,686.0,189.0,845.1428571428571,232.0,1248.0,795.6666666666666,21,0,0,647.0,10.046367851622875,6.4416,863
2024-05-21,centralus,Storage,544.0,716.0,11.89,99.88,0,109.55,3.83,4.37,0,0,65.29,2024,5,21,1,2,712.0,351.0,872.7142857142857,955.0,1182.0,781.9666666666667,21,0,0,337.0,61.42433234421365,16.7371,864
2024-05-22,centralus,Storage,412.0,496.0,9.4,99.98,0,89.08,2.92,1.09,0,0,81.33,2024,5,22,2,2,544.0,1154.0,766.7142857142857,560.0,327.0,777.0333333333333,21,0,0,580.0,-28.965517241379313,3.1828000000000003,865
2024-05-23,centralus,Storage,1079.0,1290.0,22.63,99.96,0,88.07,2.64,2.45,0,0,57.56,2024,5,23,3,2,412.0,1160.0,755.1428571428571,286.0,418.0,803.4666666666667,21,0,0,961.0,12.278876170655566,6.468000000000001,866
2024-05-24,centralus,Storage,434.0,536.0,9.13,99.98,0,131.98,2.55,5.2,0,0,87.23,2024,5,24,4,2,1079.0,1143.0,653.8571428571429,967.0,613.5,785.7,21,0,0,287.0,51.21951219512195,13.26,867
2024-05-25,centralus,Storage,574.0,737.0,13.12,99.85,1,129.51,2.09,5.29,0,0,99.5,2024,5,25,5,2,434.0,710.0,634.4285714285714,1233.0,1291.0,763.7333333333333,21,0,0,613.5,-6.438467807660962,11.056099999999999,868
2024-05-26,centralus,Storage,800.0,936.0,16.74,99.92,1,101.59,1.49,1.32,0,0,65.95,2024,5,26,6,2,574.0,686.0,650.7142857142857,628.0,317.0,769.4666666666667,21,0,0,264.0,203.03030303030303,1.9668,869
2024-05-27,centralus,Storage,810.0,1073.0,18.4,99.85,0,89.17,4.02,1.68,0,0,93.29,2024,5,27,0,2,800.0,712.0,664.7142857142857,299.0,291.0,786.5,22,0,0,590.0,37.28813559322034,6.753599999999999,870
2024-05-28,centralus,Storage,439.0,514.0,9.2,99.93,0,121.7,3.41,2.69,1,0,69.6,2024,5,28,1,2,810.0,544.0,649.7142857142857,867.0,669.0,772.2333333333333,22,0,0,613.5,-28.44335778321108,9.1729,871
2024-05-29,centralus,Storage,741.0,926.25,15.83,99.99,0,127.93,2.62,5.29,0,0,97.4,2024,5,29,2,2,439.0,412.0,696.7142857142857,930.0,1134.0,765.9333333333333,22,0,0,1050.0,-29.428571428571427,13.8598,872
2024-05-30,centralus,Storage,572.0,780.0,12.86,99.91,0,97.87,2.48,3.59,1,0,67.19,2024,5,30,3,2,741.0,1079.0,624.2857142857143,460.0,211.0,769.6666666666666,22,0,0,817.0,-29.98776009791922,8.9032,873
2024-05-31,centralus,Storage,915.0,1143.75,19.37,99.97,0,124.0,2.21,3.36,0,0,54.55,2024,5,31,4,2,572.0,434.0,693.0,788.0,651.0,773.9,22,0,0,585.0,56.41025641025641,7.425599999999999,874
2024-06-01,centralus,Storage,877.0,1046.0,19.96,99.93,1,111.92,2.19,3.25,0,0,81.55,2024,6,1,5,2,915.0,574.0,736.2857142857143,1207.0,1081.0,762.9,22,1,0,730.0,20.136986301369863,7.1175,875
2024-06-02,centralus,Storage,524.0,607.0,11.08,99.95,1,115.43,3.57,4.03,0,0,90.45,2024,6,2,6,2,877.0,800.0,696.8571428571429,1183.0,1271.0,740.9333333333333,22,1,0,613.5,-14.588427057864712,14.3871,876
2024-06-03,centralus,Storage,170.0,208.0,3.81,99.87,0,89.44,3.82,4.0,0,0,65.47,2024,6,3,0,2,524.0,810.0,605.4285714285714,878.0,342.0,717.3333333333334,23,1,0,613.5,-72.29013854930724,15.28,877
2024-06-04,centralus,Storage,368.0,460.0,8.21,99.9,0,88.16,3.76,5.84,0,0,60.33,2024,6,4,1,2,170.0,439.0,595.2857142857143,850.0,865.0,701.2666666666667,23,1,0,613.0,-39.9673735725938,21.958399999999997,878
2024-06-05,centralus,Storage,738.0,892.0,16.76,99.85,0,131.46,3.17,3.2,0,0,91.09,2024,6,5,2,2,368.0,741.0,594.8571428571429,1163.0,354.0,687.1,23,1,0,1665.0,-55.67567567567567,10.144,879
2024-06-06,centralus,Storage,682.0,918.0,15.45,99.96,0,91.86,4.46,4.75,0,0,73.5,2024,6,6,3,2,738.0,572.0,610.5714285714286,671.0,809.0,687.4666666666667,23,1,0,613.5,11.165444172779136,21.185,880
2024-06-07,centralus,Storage,319.0,398.75,6.77,99.88,0,103.44,2.93,3.57,0,0,53.99,2024,6,7,4,2,682.0,915.0,525.4285714285714,941.0,397.0,666.7333333333333,23,1,0,1563.0,-79.59053103007038,10.4601,881
2024-06-08,centralus,Storage,613.5,220.0,13.497,99.94,1,100.55,3.02,4.39,1,0,85.86,2024,6,8,5,2,319.0,877.0,487.7857142857143,898.0,2239.0,657.25,23,1,0,859.0,-28.57974388824214,13.2578,882
2024-06-09,centralus,Storage,196.0,251.0,4.16,99.86,1,105.18,4.16,5.6,0,0,52.44,2024,6,9,6,2,613.5,524.0,440.92857142857144,965.0,792.0,631.6166666666667,23,1,0,912.0,-78.50877192982456,23.296,883
2024-06-10,centralus,Storage,566.0,777.0,12.7,99.94,0,101.89,4.47,4.09,0,0,77.78,2024,6,10,0,2,196.0,170.0,497.5,756.0,976.0,625.2833333333333,24,1,0,693.0,-18.326118326118326,18.2823,884
2024-06-11,centralus,Storage,638.0,804.0,14.036,99.89,0,101.45,3.64,5.74,1,0,53.64,2024,6,11,1,2,566.0,368.0,536.0714285714286,280.0,586.0,637.2166666666667,24,1,0,246.0,159.34959349593495,20.893600000000003,885
2024-06-12,centralus,Storage,953.0,1147.0,21.6,99.87,0,95.91,2.54,1.32,0,0,97.68,2024,6,12,2,2,638.0,738.0,566.7857142857143,189.0,285.0,662.6833333333333,24,1,0,631.0,51.03011093502378,3.3528000000000002,886
2024-06-13,centralus,Storage,1748.0,2286.0,38.56,99.98,0,114.9,4.07,4.64,0,0,80.46,2024,6,13,3,2,953.0,682.0,719.0714285714286,351.0,924.0,709.25,24,1,0,250.0,599.2,18.8848,887
2024-06-14,centralus,Storage,541.0,734.0,12.42,99.89,0,113.22,4.14,3.85,0,0,87.35,2024,6,14,4,2,1748.0,319.0,750.7857142857143,1154.0,1021.0,688.8166666666667,24,1,0,959.0,-43.58706986444213,15.938999999999998,888
2024-06-15,centralus,Storage,722.0,891.0,15.5,99.92,1,121.83,2.41,1.75,0,0,51.09,2024,6,15,5,2,541.0,613.5,766.2857142857143,1160.0,1322.0,674.2166666666667,24,1,0,568.0,27.11267605633803,4.2175,889
2024-06-16,centralus,Storage,709.0,926.0,15.25,99.88,1,127.43,3.93,2.31,0,0,72.56,2024,6,16,6,2,722.0,196.0,839.5714285714286,1143.0,562.0,659.75,24,1,0,823.0,-13.851761846901582,9.0783,890
2024-06-17,centralus,Storage,867.0,1155.0,19.074,99.88,0,112.49,4.3,2.46,0,0,83.6,2024,6,17,0,2,709.0,566.0,882.5714285714286,710.0,1086.0,664.9833333333333,25,1,0,613.5,41.32029339853301,10.578,891
2024-06-18,centralus,Storage,636.0,793.0,13.85,99.96,0,107.98,1.44,1.86,0,0,93.11,2024,6,18,1,2,867.0,638.0,882.2857142857143,686.0,319.0,663.3166666666667,25,1,0,975.0,-34.76923076923077,2.6784,892
2024-06-19,centralus,Storage,278.0,352.0,5.9,99.86,0,105.53,4.25,5.25,0,0,93.03,2024,6,19,2,2,636.0,953.0,785.8571428571429,712.0,232.0,648.85,25,1,0,341.0,-18.475073313782993,22.3125,893
2024-06-20,centralus,Storage,805.0,926.0,18.13,99.97,0,87.3,2.52,5.17,0,0,54.35,2024,6,20,3,2,278.0,1748.0,651.1428571428571,544.0,955.0,657.55,25,1,0,768.0,4.817708333333334,13.0284,894
2024-06-21,centralus,Storage,552.0,729.0,12.48,99.85,0,128.36,4.12,5.13,0,0,59.06,2024,6,21,4,2,805.0,541.0,652.7142857142857,412.0,560.0,662.2166666666667,25,1,0,640.0,-13.750000000000002,21.1356,895
2024-06-22,centralus,Storage,159.0,222.0,3.63,99.87,1,120.32,2.14,3.77,0,0,75.42,2024,6,22,5,2,552.0,722.0,572.2857142857143,1079.0,286.0,631.55,25,1,0,705.0,-77.4468085106383,8.0678,896
2024-06-23,centralus,Storage,732.0,1004.0,16.62,99.89,1,123.1,4.03,5.15,0,0,96.48,2024,6,23,6,2,159.0,709.0,575.5714285714286,434.0,967.0,641.4833333333333,25,1,0,710.0,3.0985915492957745,20.754500000000004,897
2024-06-24,centralus,Storage,635.0,812.0,14.56,99.91,0,105.14,1.87,4.65,0,0,58.34,2024,6,24,0,2,732.0,867.0,542.4285714285714,574.0,1233.0,643.5166666666667,26,1,0,433.0,46.65127020785219,8.695500000000001,898
2024-06-25,centralus,Storage,364.0,505.0,8.3,99.93,0,112.15,2.42,5.44,0,0,88.92,2024,6,25,1,2,635.0,636.0,503.57142857142856,800.0,628.0,628.9833333333333,26,1,0,602.0,-39.53488372093023,13.164800000000001,899
2024-06-26,centralus,Storage,240.0,296.0,5.34,99.9,0,87.7,4.3,3.47,0,0,51.82,2024,6,26,2,2,364.0,278.0,498.14285714285717,810.0,299.0,609.9833333333333,26,1,0,457.0,-47.4835886214442,14.921,900
2024-06-27,centralus,Storage,820.0,1010.0,17.73,99.93,0,134.86,4.44,2.24,0,0,75.57,2024,6,27,3,2,240.0,805.0,500.2857142857143,439.0,867.0,622.6833333333333,26,1,0,402.0,103.98009950248756,9.945600000000002,901
2024-06-28,centralus,Storage,634.0,858.0,14.02,99.93,0,111.21,1.61,4.0,0,1,54.17,2024,6,28,4,2,820.0,552.0,512.0,741.0,930.0,619.1166666666667,26,1,0,664.0,-4.518072289156627,6.44,902
2024-06-29,centralus,Storage,647.0,833.0,13.7,99.9,1,110.74,3.81,1.37,0,0,60.35,2024,6,29,5,2,634.0,159.0,581.7142857142857,572.0,460.0,621.6166666666667,26,1,0,996.0,-35.040160642570285,5.2197000000000005,903
2024-06-30,centralus,Storage,768.0,1066.0,17.56,99.93,1,91.97,3.99,4.99,0,0,76.41,2024,6,30,6,2,647.0,732.0,586.8571428571429,915.0,788.0,616.7166666666667,26,1,0,593.0,29.51096121416526,19.910100000000003,904
2024-07-01,centralus,Storage,874.0,1022.0,19.96,99.95,0,124.49,4.31,5.82,0,0,92.58,2024,7,1,0,3,768.0,635.0,621.0,877.0,1207.0,616.6166666666667,27,1,0,2124.0,-58.8512241054614,25.0842,905
2024-07-02,centralus,Storage,953.0,1206.0,21.32,99.88,0,114.21,1.32,1.65,0,0,72.78,2024,7,2,1,3,874.0,364.0,705.1428571428571,524.0,1183.0,630.9166666666666,27,1,0,847.0,12.514757969303425,2.178,906
2024-07-03,centralus,Storage,167.0,192.0,3.71,99.86,0,130.2,1.58,1.05,0,0,79.3,2024,7,3,2,3,953.0,240.0,694.7142857142857,170.0,878.0,630.8166666666667,27,1,0,850.0,-80.3529411764706,1.6590000000000003,907
2024-07-04,centralus,Storage,695.0,955.0,15.29,99.89,0,113.71,2.02,0.87,0,0,61.87,2024,7,4,3,3,167.0,820.0,676.8571428571429,368.0,850.0,641.7166666666667,27,1,0,503.0,38.17097415506958,1.7574,908
2024-07-05,centralus,Storage,706.0,942.0,15.6,99.96,0,90.89,2.06,1.75,0,0,75.7,2024,7,5,4,3,695.0,634.0,687.1428571428571,738.0,1163.0,640.65,27,1,0,144.0,390.27777777777777,3.605,909
2024-07-06,centralus,Storage,670.0,808.0,14.35,99.9,1,113.2,2.02,3.33,0,0,71.7,2024,7,6,5,3,706.0,647.0,690.4285714285714,682.0,671.0,640.25,27,1,0,732.0,-8.469945355191257,6.7266,910
2024-07-07,centralus,Storage,477.0,653.0,10.494,99.91,1,128.49,1.77,0.7,0,0,99.28,2024,7,7,6,3,670.0,768.0,648.8571428571429,319.0,941.0,645.5166666666667,27,1,0,148.0,222.2972972972973,1.2389999999999999,911
2024-07-08,centralus,Storage,699.0,831.0,14.68,99.86,0,87.1,2.94,2.65,0,1,83.57,2024,7,8,0,3,477.0,874.0,623.8571428571429,613.5,898.0,648.3666666666667,28,1,0,373.0,87.39946380697052,7.7909999999999995,912
2024-07-09,centralus,Storage,632.0,809.0,14.44,99.97,0,124.99,2.14,3.09,0,0,72.25,2024,7,9,1,3,699.0,953.0,578.0,196.0,965.0,662.9,28,1,0,579.0,9.153713298791018,6.6126000000000005,913
2024-07-10,centralus,Storage,642.0,840.0,14.124,99.98,0,85.33,2.11,2.39,0,0,92.37,2024,7,10,2,3,632.0,167.0,645.8571428571429,566.0,756.0,665.4333333333333,28,1,0,241.0,166.39004149377595,5.0429,914
2024-07-11,centralus,Storage,273.0,341.25,5.93,99.98,0,117.18,1.51,4.55,0,0,61.29,2024,7,11,3,3,642.0,695.0,585.5714285714286,638.0,280.0,653.2666666666667,28,1,0,613.5,-55.501222493887525,6.8705,915
2024-07-12,centralus,Storage,934.0,1202.0,21.31,99.95,0,102.01,4.41,4.3,0,0,95.29,2024,7,12,4,3,273.0,706.0,618.1428571428571,953.0,189.0,652.6333333333333,28,1,0,613.5,52.24123879380603,18.963,916
2024-07-13,centralus,Storage,274.0,370.0,5.73,99.95,1,110.35,4.04,3.31,0,0,74.28,2024,7,13,5,3,934.0,670.0,561.5714285714286,1748.0,351.0,603.5,28,1,0,612.0,-55.22875816993464,13.3724,917
2024-07-14,centralus,Storage,344.0,398.0,7.69,99.97,1,93.71,2.53,4.95,0,0,81.3,2024,7,14,6,3,274.0,477.0,542.5714285714286,541.0,1154.0,596.9333333333333,28,1,0,328.0,4.878048780487805,12.5235,918
2024-07-15,centralus,Storage,272.0,315.0,5.73,99.93,0,86.16,2.1,5.85,0,0,55.93,2024,7,15,0,3,344.0,699.0,481.57142857142856,722.0,1160.0,581.9333333333333,29,1,0,706.0,-61.47308781869688,12.285,919
2024-07-16,centralus,Storage,2157.0,2508.0,45.95,99.86,0,133.39,3.09,5.01,0,0,81.45,2024,7,16,1,3,272.0,632.0,699.4285714285714,709.0,1143.0,630.2,29,1,0,721.0,199.16782246879333,15.480899999999998,920
2024-07-17,centralus,Storage,529.0,710.0,11.57,99.97,0,118.2,3.46,2.74,0,0,57.33,2024,7,17,2,3,2157.0,642.0,683.2857142857143,867.0,710.0,618.9333333333333,29,1,0,613.5,-13.773431132844335,9.480400000000001,921
2024-07-18,centralus,Storage,1484.0,1919.0,32.15,99.98,0,119.86,3.38,0.79,0,0,83.42,2024,7,18,3,3,529.0,273.0,856.2857142857143,636.0,686.0,647.2,29,1,0,207.0,616.9082125603865,2.6702,922
2024-07-19,centralus,Storage,380.0,522.0,8.19,99.88,0,130.1,3.75,4.36,0,0,81.89,2024,7,19,4,3,1484.0,934.0,777.1428571428571,278.0,712.0,650.6,29,1,0,613.5,-38.060309698451505,16.35,923
2024-07-20,centralus,Storage,499.0,624.0,11.11,99.98,1,94.73,2.44,2.51,0,0,84.04,2024,7,20,5,3,380.0,274.0,809.2857142857143,805.0,544.0,640.4,29,1,0,303.0,64.68646864686468,6.1244,924
2024-07-21,centralus,Storage,224.0,273.0,4.92,99.85,1,120.54,2.49,1.27,0,0,55.87,2024,7,21,6,3,499.0,344.0,792.1428571428571,552.0,412.0,629.4666666666667,29,1,0,516.0,-56.58914728682171,3.1623,925
2024-07-22,centralus,Storage,180.0,238.0,3.95,99.87,0,109.83,1.8,3.21,1,0,52.76,2024,7,22,0,3,224.0,272.0,779.0,159.0,1079.0,630.1666666666666,30,1,0,598.0,-69.89966555183946,5.7780000000000005,926
2024-07-23,centralus,Storage,723.0,931.0,15.77,99.92,0,113.05,1.9,5.13,0,0,98.75,2024,7,23,1,3,180.0,2157.0,574.1428571428571,732.0,434.0,629.8666666666667,30,1,0,777.0,-6.94980694980695,9.747,927
2024-07-24,centralus,Storage,693.0,808.0,14.94,99.9,0,108.78,3.33,3.09,0,0,56.74,2024,7,24,2,3,723.0,529.0,597.5714285714286,635.0,574.0,631.8,30,1,0,244.0,184.01639344262296,10.2897,928
2024-07-25,centralus,Storage,306.0,418.0,6.731999999999999,99.93,0,128.28,3.18,1.54,0,0,99.32,2024,7,25,3,3,693.0,1484.0,429.2857142857143,364.0,800.0,629.8666666666667,30,1,0,276.0,10.869565217391305,4.897200000000001,929
2024-07-26,centralus,Storage,284.0,377.0,6.29,99.93,0,110.55,4.47,3.46,0,0,89.03,2024,7,26,4,3,306.0,380.0,415.57142857142856,240.0,810.0,631.3333333333334,30,1,0,512.0,-44.53125,15.466199999999999,930
2024-07-27,centralus,Storage,391.0,511.0,8.79,99.93,1,115.91,4.22,5.35,0,0,84.27,2024,7,27,5,3,284.0,499.0,400.14285714285717,820.0,439.0,617.0333333333333,30,1,0,871.0,-55.109070034443164,22.576999999999998,931
2024-07-28,centralus,Storage,342.0,408.0,7.23,99.97,1,104.76,3.23,0.97,0,0,98.45,2024,7,28,6,3,391.0,224.0,417.0,634.0,741.0,607.3,30,1,0,696.0,-50.86206896551724,3.1330999999999998,932
2024-07-29,centralus,Storage,506.0,695.0,11.39,99.92,0,120.19,2.66,5.52,0,0,52.97,2024,7,29,0,3,342.0,180.0,463.57142857142856,647.0,572.0,602.6,31,1,0,419.0,20.763723150357997,14.6832,933
2024-07-30,centralus,Storage,890.0,1133.0,19.97,99.93,0,95.6,3.92,3.36,0,0,98.41,2024,7,30,1,3,506.0,723.0,487.42857142857144,768.0,915.0,606.6666666666666,31,1,0,890.0,0.0,13.171199999999999,934
2024-07-31,centralus,Storage,346.0,465.0,7.72,99.95,0,105.04,4.38,3.9,1,0,57.05,2024,7,31,2,3,890.0,693.0,437.85714285714283,874.0,877.0,589.0666666666667,31,1,0,380.0,-8.947368421052632,17.082,935
2024-08-01,centralus,Storage,168.0,229.0,3.73,99.91,0,117.92,2.1,2.8,0,1,61.7,2024,8,1,3,3,346.0,306.0,418.14285714285717,953.0,524.0,562.9,31,1,0,325.0,-48.30769230769231,5.88,936
2024-08-02,centralus,Storage,574.0,718.0,13.19,99.98,0,85.43,4.38,5.29,0,0,71.04,2024,8,2,4,3,168.0,284.0,459.57142857142856,167.0,170.0,576.4666666666667,31,1,0,292.0,96.57534246575342,23.1702,937
2024-08-03,centralus,Storage,282.0,328.0,6.51,99.98,1,88.6,3.04,2.41,0,0,70.99,2024,8,3,5,3,574.0,391.0,444.0,695.0,368.0,562.7,31,1,0,255.0,10.588235294117647,7.3264000000000005,938
2024-08-04,centralus,Storage,451.0,593.0,9.98,99.97,1,101.44,2.88,1.27,0,0,87.34,2024,8,4,6,3,282.0,342.0,459.57142857142856,706.0,738.0,554.2,31,1,0,393.0,14.75826972010178,3.6576,939
2024-08-05,centralus,Storage,136.0,170.0,2.992,99.91,0,124.58,3.1,2.38,0,0,51.52,2024,8,5,0,3,451.0,506.0,406.7142857142857,670.0,682.0,536.4,32,1,0,555.0,-75.49549549549549,7.378,940
2024-08-06,centralus,Storage,786.0,1095.0,16.43,99.9,0,125.67,2.49,1.7,0,0,77.83,2024,8,6,1,3,136.0,890.0,391.85714285714283,477.0,319.0,546.7,32,1,0,678.0,15.929203539823009,4.2330000000000005,941
2024-08-07,centralus,Storage,293.0,404.0,6.6,99.95,0,107.35,3.32,4.02,0,0,90.87,2024,8,7,2,3,786.0,346.0,384.2857142857143,699.0,613.5,533.1666666666666,32,1,0,428.0,-31.542056074766357,13.346399999999997,942
2024-08-08,centralus,Storage,366.0,439.0,8.052,99.96,0,95.47,3.05,0.73,0,0,66.38,2024,8,8,3,3,293.0,168.0,412.57142857142856,632.0,196.0,524.3,32,1,0,707.0,-48.23196605374823,2.2264999999999997,943
2024-08-09,centralus,Storage,822.0,1027.5,18.43,99.86,0,132.02,2.73,3.69,0,0,75.6,2024,8,9,4,3,366.0,574.0,448.0,642.0,566.0,530.3,32,1,0,234.0,251.28205128205127,10.0737,944
2024-08-10,centralus,Storage,560.0,667.0,11.94,99.87,1,109.93,2.26,5.45,1,0,93.8,2024,8,10,5,3,822.0,282.0,487.7142857142857,273.0,638.0,539.8666666666667,32,1,0,176.0,218.18181818181816,12.316999999999998,945
2024-08-11,centralus,Storage,684.0,791.0,15.64,99.87,1,115.53,4.33,3.89,0,0,51.51,2024,8,11,6,3,560.0,451.0,521.0,934.0,953.0,531.5333333333333,32,1,0,435.0,57.24137931034483,16.843700000000002,946
2024-08-12,centralus,Storage,807.0,980.0,17.27,99.98,0,113.84,1.48,2.52,0,0,51.09,2024,8,12,0,3,684.0,136.0,616.8571428571429,274.0,1748.0,549.3,33,1,0,709.0,13.822284908321581,3.7296,947
2024-08-13,centralus,Storage,707.0,901.0,15.18,99.95,0,109.52,3.18,4.54,0,0,71.37,2024,8,13,1,3,807.0,786.0,605.5714285714286,344.0,541.0,561.4,33,1,0,415.0,70.36144578313252,14.4372,948
2024-08-14,centralus,Storage,494.0,677.0,11.36,99.97,0,100.55,4.04,0.82,0,0,50.63,2024,8,14,2,3,707.0,293.0,634.2857142857143,272.0,722.0,568.8,33,1,0,491.0,0.6109979633401221,3.3127999999999997,949
2024-08-15,centralus,Storage,503.0,628.75,11.29,99.92,0,109.89,3.61,0.56,0,0,82.69,2024,8,15,3,3,494.0,366.0,653.8571428571429,2157.0,709.0,513.6666666666666,33,1,0,711.0,-29.254571026722925,2.0216000000000003,950
2024-08-16,centralus,Storage,382.0,484.0,8.21,99.86,0,98.92,1.26,2.3,0,0,96.52,2024,8,16,4,3,503.0,822.0,591.0,529.0,867.0,508.76666666666665,33,1,0,153.0,149.67320261437908,2.8979999999999997,951
2024-08-17,centralus,Storage,519.0,679.0,11.67,99.98,1,129.46,2.64,3.48,0,0,67.8,2024,8,17,5,3,382.0,560.0,585.1428571428571,1484.0,636.0,476.6,33,1,0,469.0,10.660980810234541,9.1872,952
